path,label,width,height,mode,sha256,dhash,duplicate_group,split,feat_defect_fraction,feat_centroid_x,feat_centroid_y,feat_radial_mean,feat_radial_std,feat_core_density,feat_middle_density,feat_edge_density,feat_left_density,feat_right_density,feat_top_density,feat_bottom_density,feat_anisotropy,feat_orientation_sin,feat_orientation_cos,feat_angular_entropy,feat_radial_entropy
Center/641447.jpg,Center,32,32,RGB,17fbe6020132c15b7620a7df17f7b7c3492cbe6cd3eec11f3f33ff9a0bfcb679,0f5b4f169f5f2707,dup_0000,train,0.9648058252427184,-0.0029620612700344906,-0.004098194359910723,0.6853426243630597,0.24341063961456008,1.0,1.0,0.9352678571428571,0.9660194174757282,0.9635922330097088,0.970873786407767,0.9587378640776699,0.017229494620476907,0.9668466023725173,-0.2553578811799619,0.9989408212453359,0.8940917128844063
Center/642989.jpg,Center,32,32,RGB,134eb31eb0b6914beda5142e56d5f56b68e89d6b491a134764863b0a443b4bee,0f092fec0d332f0f,dup_0001,train,0.9733009708737864,0.0008044405116241669,-0.007963961065079258,0.6880459628435348,0.24405560151129177,1.0,1.0,0.9508928571428571,0.9733009708737864,0.9733009708737864,0.9878640776699029,0.9587378640776699,0.0019452430251068265,0.8534586245488262,0.521160604980102,0.9991235437139776,0.8924044791784236
Center/646177.jpg,Center,32,32,RGB,7e56f89e4dedd384e3cbfaee8f9fafb530652baf642a0b5022fcbbde5884584e,1f1d45ce0a793b07,dup_0002,train,0.9854368932038835,0.00436993484824408,-0.005800095344033098,0.6919107697056474,0.24502099886547787,1.0,1.0,0.9732142857142857,0.9805825242718447,0.9902912621359223,0.9927184466019418,0.9781553398058253,0.013946647577432327,0.9455264186796317,-0.3255453756066422,0.9993124931577116,0.8898782588421328
Center/648236.jpg,Center,32,32,RGB,2e168cd8f938768c9dfdc8af26aa65916813f34233c56db538638966b30f7ff9,0f3b49ac4d5d1d07,dup_0003,train,0.9635922330097088,-0.005037783375314857,-0.004469001381327716,0.6851221564530809,0.2434775559369245,1.0,1.0,0.9330357142857143,0.970873786407767,0.9563106796116505,0.9733009708737864,0.9538834951456311,0.016735138702189883,0.9904201851679353,-0.13808641067068356,0.9985687408444364,0.8943269220978565
Center/651816.jpg,Center,32,32,RGB,0604566fcdc20a5f201426ffec2bbaa9768ed736cef0ad5aafbbdcc40584757c,0f2b4b4a8f2b270f,dup_0004,train,0.970873786407767,0.003306451612903225,0.010161290322580676,0.6879612707759692,0.244710169849171,1.0,1.0,0.9464285714285714,0.9660194174757282,0.9757281553398058,0.9611650485436893,0.9805825242718447,0.01196142766552492,0.9874240583389429,0.15809405116402073,0.9990384994112316,0.892893666852217
Center/655870.jpg,Center,32,32,RGB,7e71794d6d24f4c6925ce40ff68358ff7196985f5e11962e0f31f73b94030c97,0f2f774e4f35330f,dup_0005,train,0.9745145631067961,0.0027718635761057324,0.00036154742297030265,0.6886589424216122,0.2444550927197004,1.0,1.0,0.953125,0.970873786407767,0.9781553398058253,0.9733009708737864,0.9757281553398058,0.019333277078704258,-0.9513848786623553,-0.3080045659606615,0.9991602621747852,0.892157811307043
Center/659673.jpg,Center,32,32,RGB,9c0e8c8a113dfb5ce4c376dbf0546c8c11c752f734df3886f5479844f9e08725,0723110a0a4b0b0f,dup_0006,train,0.9587378640776699,0.008329930583911797,-0.0011433238056349924,0.6841534112807083,0.2438647909824107,1.0,1.0,0.9241071428571429,0.9490291262135923,0.9684466019417476,0.9635922330097088,0.9538834951456311,0.020152309725894973,-0.5498864929398768,0.8352393937562349,0.9991619572214371,0.8952525441444097
Center/678673.jpg,Center,32,32,RGB,80ddd56ddf7858a12d60e67b07a5df9eac11038791db7f8353629aa6451c75bf,07131b8acc644b0f,dup_0007,train,0.9696601941747572,0.008034236343816866,-0.0006055957043078225,0.6869764949769155,0.24389464099962008,1.0,1.0,0.9441964285714286,0.9611650485436893,0.9781553398058253,0.9660194174757282,0.9733009708737864,0.02181833324234232,0.8278634601947285,-0.5609296669587118,0.9990676089342312,0.893136155863885
Center/679609.jpg,Center,32,32,RGB,d80dae3757ba13149b665a547a1729b5ee52392265720bda0f81510d59179fd7,0f3b4f8e1e0d370f,dup_0008,train,0.9757281553398058,0.008425613866153104,-0.0025678061306371345,0.688861656714723,0.24430961443941124,1.0,1.0,0.9553571428571429,0.9660194174757282,0.9854368932038835,0.9781553398058253,0.9733009708737864,0.005299965612561697,-0.9118871141132848,-0.41044109335463114,0.9992913073229764,0.8919097810066157
Center/680688.jpg,Center,32,32,RGB,7e85f64953ec7483a6c7534005eed84353a8f75e04f5d8a0ae9349aac7950a05,0f17178e8e490b0f,dup_0009,train,0.9793689320388349,-0.003957309029859698,0.0015589399208538104,0.6900467018048326,0.24462235893904924,1.0,1.0,0.9620535714285714,0.9854368932038835,0.9733009708737864,0.9830097087378641,0.9757281553398058,0.012118819856216946,0.7360005481123656,-0.6769809400406317,0.9989610743408878,0.8911576647414863
